_query_time,_type,_id,_session,_status,_short_title,_official_title,_passed_house,_passed_senate,_introduced,_top_subject,_sponsor_id,_sponsor_name,_sponsor_party,_n_cosponsors,_n_dem_cosponsors,_n_rep_cosponsors,_n_withdrawn_cosponsors
2021-02-26_00-59-58,hr,5001,116,PARSED,Non-Judicial Foreclosure Debt Collection Clarification Act,"To amend the Fair Debt Collection Practices Act to clarify that the definition of a debt collector includes, in all cases, a person in a business the principal purpose of which is the enforcement of security interests.",False,False,2019-11-08,Finance and Financial Sector,C001049,William Lacy Clay,D,0,0,0,0
2021-02-26_00-59-58,hr,5002,116,PARSED,United States Army Rangers Veterans of World War II Congressional Gold Medal Act,"To award a Congressional Gold Medal, collectively, to the United States Army Rangers Veterans of World War II in recognition of their extraordinary service during World War II.",False,False,2019-11-08,Armed Forces and National Security,C001120,Dan Crenshaw,R,142,66,76,0
2021-02-26_01-00-02,hr,5003,116,PARSED,Fair Debt Collection Practices for Servicemembers Act,"To amend the Fair Debt Collection Practices Act to provide enhanced protection against debt collector harassment of members of the Armed Forces, and for other purposes.",True,False,2019-11-08,Finance and Financial Sector,D000631,Madeleine Dean,D,1,0,1,0
2021-02-26_01-00-03,hr,5004,116,PARSED,Schedules That Work Act,"To permit employees to request changes to their work schedules without fear of retaliation and to ensure that employers consider these requests, and to require employers to provide more predictable and stable schedules for employees in certain occupations with evidence of unpredictable and unstable scheduling practices that negatively affect employees, and for other purposes.",False,False,2019-11-08,Labor and Employment,D000216,Rosa DeLauro,D,57,57,0,0
2021-02-26_01-00-04,hr,5005,116,PARSED,Preventing Vape Use Act,"To amend the Federal Food, Drug, and Cosmetic Act to require a recall of electronic nicotine delivery systems that have not been subject to premarket review, and for other purposes.",False,False,2019-11-08,Health,D000623,Mark DeSaulnier,D,0,0,0,0
2021-02-26_01-00-04,hr,5006,116,PARSED,Expanding Access to Inpatient Mental Health Act,"To amend title XIX of the Social Security Act to provide coverage under the Medicaid program for services for the treatment of psychiatric or substance use disorders furnished to certain individuals in an institution for mental diseases, and for other purposes.",False,False,2019-11-08,Health,E000294,Tom Emmer,R,1,0,1,0
2021-02-26_01-00-06,hr,5007,116,PARSED,Farmers' Access to Resources and Machinery Act,"To amend the Internal Revenue Code of 1986 to expand certain exceptions to the private activity bond rules for first-time farmers, and for other purposes.",False,False,2019-11-08,Taxation,F000467,Abby Finkenauer,D,5,2,3,0
2021-02-26_01-00-06,hr,5008,116,PARSED,VA Improvement Act,To direct the Inspector General of the Department of Veterans Affairs to perform certain duties regarding underperforming medical centers of the Department.,False,False,2019-11-08,Armed Forces and National Security,G000574,Ruben Gallego,D,0,0,0,0
2021-02-26_01-00-07,hr,5009,116,PARSED,VET Extension Act of 2019,"To amend title 38, United States Code, to provide additional entitlement to Post-9/11 Educational Assistance to certain veterans and members of the Armed Forces who require extra time to complete remedial and deficiency courses, and for other purposes.",False,False,2019-11-08,Armed Forces and National Security,H001066,Steven Horsford,D,0,0,0,0
2021-02-26_01-00-08,hr,5010,116,PARSED,State-Based Universal Health Care Act of 2019,"To amend title I of the Patient Protection and Affordable Care Act to authorize the establishment of, and provide support for, State-based universal health care systems that provide comprehensive health benefits to State residents, and for other purposes.",False,False,2019-11-08,Health,K000389,Ro Khanna,D,22,22,0,0
2021-02-26_01-00-09,hr,5011,116,PARSED,Opportunity Zone Accountability and Transparency Act,To amend the Internal Revenue Code of 1986 to require reporting by qualified opportunity funds.,False,False,2019-11-08,Taxation,K000188,Ron Kind,D,8,7,1,0
2021-02-26_01-00-09,hr,5012,116,PARSED,Investing in American Workers Act,To amend the Internal Revenue Code of 1986 to provide a credit for employer-provided worker training.,False,False,2019-11-08,Taxation,K000391,Raja Krishnamoorthi,D,9,9,0,0
2021-02-26_01-00-10,hr,5013,116,PARSED,Small Business Fair Debt Collection Protection Act,"To apply the Fair Debt Collection Practices Act to small businesses to the same extent as such Act applies to consumers, to require the Director of the Bureau of Consumer Financial Protection to define ""small business"" for purposes of such Act, and for other purposes.",False,False,2019-11-08,Finance and Financial Sector,L000586,Al Lawson,D,1,1,0,0
2021-02-26_01-00-10,hr,5014,116,PARSED,Improving Diagnosis in Medicine Act of 2019,"To improve the quality, appropriateness, and effectiveness of diagnosis in health care, and for other purposes.",False,False,2019-11-08,Health,L000570,Ben Ray Luján,D,5,4,1,0
