_id,_introduced,_official_title,_passed_house,_passed_senate,_session,_short_title,_status,_top_subject,_type
1,2013-01-22 00:01:00,A bill to reform America's broken immigration system.,False,False,113,Immigration Reform that Works for America's Future Act,REFERRED,Immigration,s
2,2013-01-22 00:01:00,A bill to reduce violence and protect the citizens of the United States.,False,False,113,Sandy Hook Elementary School Violence Reduction Act,REFERRED,Crime and law enforcement,s
3,2013-01-22 00:01:00,A bill to improve education and provide all students in the United States with the opportunity to succeed.,False,False,113,Strengthen our Schools and Students Act,REFERRED,Education,s
4,2013-01-22 00:01:00,A bill to create jobs and strengthen our economy by rebuilding our Nation's infrastructure.,False,False,113,Rebuild America Act,REFERRED,Economics and public finance,s
5,2013-01-22 00:01:00,A bill to reauthorize the Violence Against Women Act of 1994.,False,False,113,,REFERRED,Crime and law enforcement,s
6,2013-01-22 00:01:00,"A bill to reauthorize the VOW to Hire Heroes Act of 2011, to provide assistance to small businesses owned by veterans, to improve enforcement of employment and reemployment rights of members of the uniformed services, and for other purposes.",False,False,113,Putting Our Veterans Back to Work Act of 2013,REPORTED,Armed forces and national security,s
7,2013-01-22 00:01:00,A bill to improve the resilience of the United States to extreme weather events and to prevent the worsening of extreme weather conditions.,False,False,113,Extreme Weather Prevention and Resilience Act,REFERRED,"Science, technology, communications",s
8,2013-01-22 00:01:00,A bill expressing the sense of the Senate on the need to enact legislation to eliminate wasteful tax loopholes.,False,False,113,End Wasteful Tax Loopholes Act,REFERRED,Taxation,s
9,2013-01-22 00:01:00,A bill to strengthen our Nation's electoral system by ensuring clean and fair elections.,False,False,113,Clean and Fair Elections Act,REFERRED,Government operations and politics,s
10,2013-01-22 00:01:00,A bill to reauthorize agricultural programs through 2018.,False,False,113,"Agriculture Reform, Food, and Jobs Act of 2013",REFERRED,Agriculture and food,s
11,2013-01-26 00:02:00,"A bill to provide a comprehensive deficit reduction plan, and for other purposes.",False,False,113,Fiscal Sustainability Act of 2013,REFERRED,Economics and public finance,s
12,2013-01-26 00:02:00,A bill to provide for the transfer of naval vessels to certain foreign recipients.,False,False,113,Naval Vessel Transfer Act of 2013,REFERRED,International affairs,s
13,2013-01-26 00:02:00,"A bill to authorize the Secretary of Health and Human Services, acting through the Administrator of the Health Resources and Services Administration, to award grants on a competitive basis to public and private entities to provide qualified sexual risk avoidance education to youth and their parents.",False,False,113,Abstinence Education Reallocation Act of 2013,REFERRED,Health,s
14,2013-01-26 00:02:00,A bill to provide for the partial settlement of certain claims under the Alaska Native Claims Settlement Act.,False,False,113,Southeast Alaska Native Land Conveyance Act,REFERRED,Public lands and natural resources,s
15,2013-01-26 00:02:00,"A bill to amend chapter 8 of title 5, United States Code, to provide that major rules of the executive branch shall have no force or effect unless a joint resolution of approval is enacted into law.",False,False,113,Regulations From the Executive in Need of Scrutiny Act of 2013,REFERRED,Government operations and politics,s
